Simulation,Consumption Min,Consumption Max,Resource Replenishment Rate,Longevity,Max Population,Avg Population,Total Resources
65,0.2311661340722186,1.2503027263942466,16,6,5,0.04,2502850.2616388244
86,0.13730019208883948,0.3817831601230095,16,6,4,0.034,2498583.951455857
907,0.28322402299803945,1.1472550693456032,21,6,4,0.036,3119274.6843373105
445,0.1828921335031617,1.2294217214433059,17,6,5,0.04,2599915.7043532846
53,0.3384457968869112,1.4814108250694782,21,6,4,0.028,3148088.022586945
624,0.32954039380146416,1.8201171737327497,20,6,4,0.036,2942875.771686673
576,0.49258867360349406,1.4876875416383353,28,6,5,0.04,4006167.0701383706
578,0.09234596268120539,0.3945306041637375,24,6,4,0.034,3498752.289131287
80,0.2124153015844218,1.67938202170681,18,6,4,0.036,2733913.8300275058
888,0.18906588098564092,0.9081238527161279,25,6,5,0.04,3611644.8899000636
688,0.055594645939252216,0.6797154057140976,22,6,4,0.042,3260308.688531678
627,0.42517561046485475,1.1944426847951184,15,6,4,0.034,2352320.7097636713
695,0.23310642839019768,0.3546919776678977,10,6,4,0.034,1727735.8038395932
698,0.4281306395241658,0.6712120131769128,16,6,4,0.034,2486870.357762827
83,0.09822431655807284,0.21441533292659826,23,6,5,0.038,3341111.395787787
14,0.39379499391015166,1.892817213674933,28,5,4,0.022,4024350.6225394816
837,0.3467336122741546,0.6683491749006342,24,5,4,0.026,3537777.6166104707
165,0.2982853226342751,0.6577260228441586,15,5,4,0.03,2413429.491322699
998,0.38542748476838407,0.8115819670038541,11,5,4,0.034,1900818.7116239911
826,0.054900278572494354,0.29854075152645637,27,5,5,0.034,3852736.7976871524
909,0.34958509768356544,0.3500016556544354,18,5,4,0.026,2740748.438967655
110,0.0810998895401384,1.8045398214904982,26,5,4,0.028,3752359.291367754
67,0.296277678601259,0.7886280833421662,28,5,5,0.046,3950158.8818200966
927,0.28674624376923147,1.0665264005404596,28,5,5,0.036,4013590.747306743
78,0.47357311951822906,0.8531715915102525,24,5,4,0.028,3524466.385159359
171,0.3765526736593087,0.8201487426347325,20,5,4,0.034,3015898.906566326
103,0.12663753657829951,1.8342945636955506,18,5,4,0.024,2762031.239835373
828,0.261241626613588,1.8739594679621132,29,5,4,0.026,4134273.6392719042
987,0.07911606309665645,1.2549213475562004,25,5,5,0.036,3597544.747009751
22,0.3728118903043659,0.5590576534375647,28,5,4,0.03,4024879.5266815233
995,0.05256933353498018,1.8733478068997744,19,5,5,0.038,2939798.8407505658
188,0.42859134727916076,1.7266185148520983,26,5,4,0.028,3755948.6803120906
821,0.24636431992021945,0.7096479837446441,12,5,5,0.03,1965409.1519822348
938,0.1526314744200398,0.7960707222927212,14,5,5,0.03,2253703.8436540784
822,0.06263763379052702,0.1623303237124498,21,5,4,0.034,3114394.330330217
72,0.3195658048852257,1.1363912147471287,16,5,5,0.032,2560253.944157137
71,0.22032361616355572,0.6757925382969419,28,5,4,0.04,3925759.3905385328
989,0.4130398379293839,1.1283981598161978,23,5,4,0.032,3389806.0766394194
87,0.46934422087901756,0.7528361130126366,28,5,5,0.04,4010216.7408723086
923,0.2748568645991289,0.5771712441867087,18,5,4,0.036,2679989.717703695
50,0.09089516604694522,0.5718046841038655,13,5,4,0.034,2110801.070162821
160,0.11442939919481304,1.238434821856858,27,5,4,0.03,3809414.8107863413
161,0.29820512635273444,1.3043789905192416,27,5,5,0.038,3930923.766550592
899,0.12130263201970266,0.5150336475415191,26,5,4,0.026,3751181.2037425097
117,0.14273137777991346,1.7353630294026094,24,5,4,0.028,3527162.6208784436
954,0.07001754414880007,0.13478203913048148,26,5,4,0.032,3708778.5609284365
955,0.43010430239928443,0.5571318545116907,26,5,4,0.032,3700805.4847694766
893,0.13895083925545473,0.4384941651147731,10,5,4,0.028,1697536.27799367
143,0.325387183883978,0.8329709539663024,23,5,5,0.042,3340574.0965086813
892,0.07357324438016677,0.5841245933936017,26,5,4,0.032,3769061.9111527535
957,0.21564288631465622,0.8608145961332648,10,5,4,0.03,1717773.4617601563
119,0.2353645238126188,0.7537783566640626,26,5,5,0.046,3701341.706508556
958,0.1811652327648609,1.197869987576976,25,5,4,0.028,3619881.858172313
889,0.3995411821804283,0.6118457406373532,26,5,4,0.028,3765176.8572914214
139,0.19742069402027096,1.8923448749712717,22,5,5,0.036,3244710.4014853644
136,0.4089238755507619,1.164209593828559,24,5,4,0.028,3390836.1273717377
130,0.44613766842969876,0.7099100563519416,13,5,4,0.03,2145382.9336785465
879,0.27273130101716336,1.6682534054355913,29,5,4,0.03,4087650.633047208
41,0.28693797189511944,1.5783240986604243,29,5,4,0.03,4062221.95378552
123,0.3799277889173426,1.0837060684167867,15,5,4,0.03,2392580.9884392144
51,0.49160990435155627,1.9599297116318568,28,5,6,0.04,3964999.76321097
885,0.31218562347488743,1.8157628341390843,21,5,4,0.03,3101514.2106935955
882,0.0702184726798823,0.7867784597292629,12,5,4,0.028,2003476.6246251308
115,0.35481387739815673,0.8400089938387505,13,5,5,0.036,2098274.0462587792
61,0.3966031172539882,1.8584468578526212,27,5,5,0.032,3900959.748982844
29,0.4982507724571613,1.6877797737817173,24,5,4,0.028,3466601.5148004503
952,0.3196349735906634,0.8970145762498551,18,5,4,0.026,2768700.2045676243
111,0.27083114653285045,0.6068197758991757,19,5,4,0.028,2864252.4661337673
31,0.17406187756510133,0.7776800053008159,24,5,4,0.022,3504864.8297673403
948,0.34805561776330834,0.7858692305123773,12,5,4,0.024,2017853.9032711107
848,0.10755332051671926,0.2634757628028228,24,5,4,0.028,3485519.7644938612
884,0.25843628302494226,1.889831415267791,23,5,4,0.036,3382524.1705532586
192,0.14609851270542742,0.4542432833869213,27,5,5,0.034,3826359.79552398
63,0.44035384565478375,0.6380207215532393,13,5,4,0.03,2099287.436397333
976,0.29706093530282646,0.7527745948480049,28,5,4,0.022,3942738.341375323
159,0.2022304954241707,0.9097562707636689,24,5,4,0.03,3503057.2964909775
112,0.07063839639713024,1.0027755358433483,22,5,4,0.026,3264934.698332084
156,0.30321087849198264,0.6684564197280578,24,5,5,0.032,3524095.79044904
62,0.49457578741781777,0.6233917981828523,20,5,4,0.032,3033039.267510877
153,0.15362423940184777,1.8283489994849367,27,5,4,0.03,3876314.6855250313
856,0.29631658687293233,0.726479319292241,13,5,4,0.036,2155993.5318067516
857,0.05197880838401869,0.23964434611898602,11,5,5,0.032,1863013.4148392715
37,0.43620045054552936,0.9790687857205949,13,5,4,0.026,2151166.9478544295
971,0.30205255815281257,1.687106129386845,26,5,4,0.026,3803138.7725537866
38,0.23266130758126286,1.679707866420387,20,5,5,0.038,2981904.15516892
152,0.17800305846793385,1.228735814761238,24,5,6,0.044,3411272.547954782
932,0.07097163579522033,0.5238144678094004,21,5,4,0.038,3028861.7052972945
759,0.1911875801402485,0.5024235560748032,26,5,5,0.034,3693369.6980770677
501,0.42025293441854034,1.0240001814810085,25,5,4,0.024,3585843.0723940264
358,0.35035362431540656,1.2580141423035274,26,5,4,0.032,3761198.759777377
448,0.4349218899485729,1.9316820023947947,14,5,5,0.03,2274691.58497788
581,0.08782636584497452,0.8399738599083251,19,5,4,0.032,2854875.6066331933
455,0.39067037864537635,0.5673273325611845,14,5,4,0.032,2268817.000238564
457,0.08149575097706818,0.5620631378367336,13,5,4,0.032,2126928.328516929
329,0.07241262557777678,1.052406421827946,23,5,5,0.036,3371201.7370000794
327,0.2082234616804955,0.6267125542498333,20,5,4,0.03,2986505.9941934645
680,0.12307242619572736,0.1494806765673669,24,5,5,0.03,3464308.564589903
326,0.26656030976479583,0.6315555370659617,21,5,6,0.052,3077605.020176285
462,0.06125841069654789,1.7677623818712032,22,5,5,0.03,3275076.1205427484
573,0.3946963945945927,1.0710235204265874,28,5,4,0.032,3945225.078326558
466,0.34533002014430686,0.8300491034009119,26,5,4,0.032,3801956.9063690635
692,0.28726785579001896,0.9379255190265414,22,5,4,0.03,3203848.7583907265
694,0.14385745771428227,0.9787744316360744,13,5,4,0.03,2054770.648639839
311,0.12322597905510964,0.5671437646261823,26,5,4,0.03,3736456.919437186
568,0.07672081679388802,0.2914127875557933,14,5,4,0.032,2231050.419301715
468,0.25824391992349205,0.5114546430309526,25,5,5,0.038,3633346.2590036825
304,0.4747605983934048,0.6681642497433078,25,5,4,0.03,3630766.477528568
704,0.2663656637893235,0.8666919338390895,28,5,4,0.026,4020651.511869372
707,0.2556277036604621,1.504312707491286,28,5,4,0.03,4027404.754692834
708,0.3099683041764092,1.191112608839407,16,5,4,0.03,2556975.0911152014
710,0.2805842428651266,0.8226530055002377,27,5,7,0.046,3873767.767257235
294,0.11824231666579992,1.1318848482333965,17,5,5,0.038,2592645.724975679
716,0.4465136388857857,0.6501745055260826,22,5,5,0.032,3194193.9414766124
411,0.10051119451361923,0.25880177372589475,30,5,4,0.036,4248202.025331876
475,0.29853948166652133,0.4283277779669544,14,5,4,0.03,2182193.687261278
443,0.11457480739750264,1.178266359190281,30,5,4,0.03,4186158.6050465447
588,0.36332340921779915,1.1394409165484025,19,5,4,0.024,2849437.889114759
719,0.22385476464115373,1.442321750264061,20,5,4,0.026,3016516.632677212
197,0.3124169085401301,0.46013163652094435,16,5,4,0.026,2480338.76566549
408,0.11337125683663,0.12219074696097294,24,5,4,0.028,3475109.064793007
619,0.43290985747164756,1.1517937560204632,21,5,5,0.036,3197688.768431999
402,0.09704025917755683,1.9013132134894155,28,5,5,0.038,4023169.3314952753
414,0.25076742769878596,0.5794882100751819,19,5,5,0.03,2865722.24823142
424,0.40979744639513704,1.0567796196802726,20,5,4,0.03,2983547.203833174
396,0.11583729383771851,0.15474232072246272,15,5,5,0.038,2380093.214016455
625,0.2618897781274215,0.3902028773383842,10,5,5,0.036,1736117.9605187743
427,0.11693363010487702,0.5969960891681307,16,5,4,0.026,2498929.684869786
628,0.24173036125746022,0.48159300822040296,25,5,4,0.028,3617278.0235852604
394,0.3027567818694984,1.6224325974978173,25,5,4,0.026,3619604.747236059
631,0.09134503269890845,1.8764127690849939,27,5,4,0.036,3870301.071205074
632,0.22673946383198296,1.3688970592251208,17,5,4,0.032,2628197.3134391257
600,0.23956899643657337,0.4431073196977262,26,5,4,0.032,3725424.2875344027
381,0.25889594249514747,0.6040116849622963,20,5,4,0.032,3021955.7206122554
429,0.4678081494288244,1.1601408239395665,29,5,4,0.034,4141047.618431166
597,0.4054419158486056,0.6549584480426576,19,5,4,0.028,2885118.3403302636
376,0.08622922909606656,0.38136988079771317,26,5,4,0.026,3696117.489263928
645,0.13760525670748297,0.1573253618597264,24,5,4,0.028,3483508.623941784
375,0.3514306362976289,0.6352702387156133,30,5,5,0.038,4219570.307469638
372,0.19258170132287072,1.3705930092308127,20,5,4,0.036,2937191.0623939633
594,0.45146656977091215,0.921680709683848,16,5,4,0.03,2517710.9733151887
364,0.35024740563855067,1.216256339376249,25,5,5,0.032,3631586.1496284525
656,0.41799311512517606,0.47671922175877357,20,5,5,0.034,2994019.1661638645
657,0.4440298805612884,1.128473801778499,24,5,5,0.038,3534573.4973904756
363,0.4512962148109388,1.1598748860332717,21,5,5,0.032,3155431.9819039656
718,0.31458898198621227,1.3521636796360401,17,5,4,0.036,2673356.7705822256
290,0.19950016596606435,1.5063656208137215,27,5,4,0.03,3830199.6187547343
720,0.08267867454981381,0.49937219914021924,30,5,6,0.04,4212959.284384494
210,0.13590561383960492,0.9782408614672078,29,5,4,0.028,4068681.5261150245
238,0.34279103048647264,0.48305773635425153,21,5,5,0.03,3150564.164419082
536,0.35967249448540195,1.5206637740007811,12,5,4,0.026,2013423.4428680588
234,0.2966179814346379,0.7421070621148067,26,5,4,0.026,3729357.8711168473
772,0.10753964033427751,0.6100736000573276,15,5,4,0.028,2332715.886347217
228,0.23163989481592956,0.6590955061572141,23,5,4,0.022,3397276.9458269435
774,0.06860704656505572,0.27827377736812364,10,5,5,0.044,1738150.644319141
227,0.3432838461229469,1.3673759325384929,17,5,4,0.034,2613548.7840975937
532,0.07788444684551936,1.1870732211742145,25,5,6,0.044,3606067.161738617
504,0.3196819316672985,1.2628583713220924,25,5,4,0.028,3595928.4863820416
218,0.3156028414338856,1.6719536554944208,25,5,4,0.038,3680742.5684467326
214,0.4168267938715538,1.2941299990457305,17,5,4,0.03,2591224.186312184
511,0.3040473885379019,0.657468943631949,27,5,4,0.028,3840645.0345345046
502,0.2727203540406234,1.388640548350694,21,5,4,0.03,3138991.946996362
793,0.16456627927185513,0.37696541950666185,24,5,4,0.032,3457840.7005908634
525,0.2970346559335656,1.864019725489436,25,5,5,0.042,3567836.3871111637
209,0.42477869202778257,1.5809557855290466,17,5,4,0.026,2653002.422604064
800,0.13379509587173222,1.19091556483989,27,5,4,0.032,3852531.4807013567
204,0.11057786488183732,0.8513803816349449,11,5,4,0.028,1884056.7077128778
524,0.11604696849131732,1.9911744799235929,19,5,4,0.024,2922848.582135845
802,0.21543186691263388,0.426045157342525,10,5,4,0.026,1742095.9824072802
514,0.3399650147058465,0.40716538990049217,18,5,5,0.03,2782140.9722053823
200,0.11006519950885904,1.1008731289009772,19,5,5,0.036,2921600.730061155
199,0.43770333356116853,1.6702392732776978,16,5,4,0.032,2532652.6907401984
515,0.45238990805385704,1.4955459086773364,23,5,4,0.028,3330242.1158564305
537,0.24480235995175637,0.6711145200381154,12,5,5,0.038,1968641.425147908
413,0.3430810987554559,1.759694726727624,28,5,4,0.026,4047600.504704383
247,0.4819993323876672,0.7107457307011738,27,5,4,0.032,3860028.4636606537
561,0.4059907069569153,1.652338187310467,30,5,4,0.03,4310642.019923875
275,0.449803025140692,1.2306215667737523,20,5,5,0.04,2993438.7972617815
742,0.1806343246963822,0.7449708494997315,26,5,4,0.032,3760080.243866514
485,0.12255880164224671,0.8306048159387767,19,5,4,0.03,2914429.05751619
731,0.41454197351776995,0.6847552354377824,13,5,4,0.034,2147938.7246158887
488,0.3018894802305549,0.7625254000957289,14,5,4,0.03,2142265.5285218162
271,0.3340516202704164,0.49455579981324604,29,5,4,0.03,4108848.402797471
263,0.20107272296081374,0.37190761141206496,15,5,4,0.03,2320127.9592869016
750,0.10321004009166207,0.3442678998559383,30,5,5,0.036,4238904.699746255
286,0.402522919526698,0.4749227612377508,24,5,4,0.022,3510410.9647357175
751,0.4002133332541089,0.8640542032428238,15,5,4,0.032,2321642.0963834785
493,0.44357464376003136,0.8352884947897841,17,5,4,0.026,2631151.9436520487
287,0.4240691529457388,0.6487758973734865,24,5,5,0.032,3479778.990078366
753,0.061617043105590116,0.08770266767837934,23,5,4,0.03,3320301.803962568
289,0.09578022695615088,1.553939100492535,16,5,5,0.034,2499046.961873002
257,0.47493521768674,1.3525574472249842,30,5,4,0.03,4251292.404737855
551,0.42511048609240015,1.3481827217793436,19,5,5,0.042,2839951.5441825055
4,0.25942293321750737,1.5205809374076387,30,4,4,0.024,4252357.4305901695
563,0.36485397110586393,0.8300259417197978,10,4,4,0.026,1768333.40734825
974,0.2873169947217002,1.4060690855891218,26,4,4,0.026,3752917.8286696374
34,0.061811204871891345,1.0592431309003125,17,4,4,0.022,2625570.821189909
470,0.058242329597993636,0.709460685633285,27,4,5,0.03,3867562.7668779255
3,0.1499511543164414,0.6338366988152169,29,4,4,0.022,4096490.1534219803
430,0.15959238944582171,1.1703370151093797,24,4,4,0.028,3455402.8935867744
481,0.3356924569990309,0.9409457765154114,29,4,4,0.026,4123291.272367359
508,0.056908931223552166,0.7531200176920474,23,4,4,0.022,3373324.420397131
495,0.42909004936435713,1.3313460743288206,27,4,4,0.024,3884189.2738123285
436,0.07817041557140364,0.36597822416442294,14,4,4,0.026,2263575.131860511
990,0.13638943300889594,1.3175988808754218,27,4,4,0.022,3898382.4094624394
590,0.05297993401149458,1.2147494325675385,10,4,4,0.028,1763442.9431964594
533,0.39000801608417046,0.6790733866496808,28,4,4,0.026,3939591.2366651157
589,0.05935692516199681,1.1502497321955623,15,4,4,0.026,2401616.088838205
460,0.317543908961409,1.6052114717395982,23,4,5,0.026,3369986.8343790537
972,0.06768072393530712,1.6203925624260536,19,4,4,0.026,2845348.220536411
441,0.0924587009223243,0.6525046242195242,22,4,4,0.028,3226043.835142942
534,0.21356225225207787,0.8970903521685374,26,4,4,0.024,3758974.2728611985
193,0.29629081685376674,1.9642716069382429,25,4,5,0.024,3682292.1622861153
878,0.19638118639183388,1.3549171548396155,22,4,4,0.028,3272567.8260821975
699,0.4774605635501399,0.5660031744590647,15,4,4,0.028,2331588.3044360788
301,0.1541195488519482,0.6044635783164833,16,4,5,0.026,2469005.041727988
70,0.3122420268594191,0.5008599518390908,20,4,4,0.022,3027253.9971062825
132,0.06650806379062342,0.4173291588635489,16,4,4,0.026,2490003.235355464
133,0.17855182848521944,0.4127296445175562,21,4,5,0.028,3117914.5630942397
724,0.298747940890948,0.8723929128237838,24,4,4,0.026,3513759.8918842413
285,0.2854486749336384,0.29397619024863725,23,4,5,0.028,3338843.4442200297
283,0.06947561175868086,0.11858032484156404,14,4,4,0.026,2235071.531812804
740,0.24697437290840923,1.258078479637251,29,4,4,0.026,4088881.3637657007
744,0.26334007196416825,0.5106579962914811,26,4,4,0.024,3752926.239880383
272,0.16625604670409527,1.665828712907877,26,4,4,0.024,3788705.8647792586
252,0.17428708367217113,1.9937402505109811,26,4,4,0.024,3720034.6789126745
846,0.39424699762944226,1.5745923911530597,24,4,4,0.022,3514199.8924592366
768,0.3970584380741753,0.7968406620656667,15,4,4,0.028,2395642.163561497
775,0.1943379530930328,0.47751390686423856,15,4,4,0.026,2379427.470727893
225,0.37249158791341186,0.5987511538621586,13,4,4,0.026,2124802.6937761
223,0.3997553309011007,1.2302095912767825,19,4,5,0.032,2851865.1119031576
781,0.37172319951499916,0.6040565187565209,27,4,5,0.034,3904262.1460892335
829,0.3408416752396514,1.0749203910192089,17,4,4,0.024,2605619.640643876
795,0.29031326693171994,1.27449878371669,24,4,4,0.028,3466885.786366596
824,0.21366227980921054,0.40624675671534943,29,4,4,0.03,4117726.057542339
803,0.19178554378406582,1.2321686564875498,28,4,4,0.026,4015535.497713256
819,0.2766341621234881,1.2574995939451603,27,4,4,0.02,3907838.5332032847
810,0.3974349948180224,1.895510981268704,26,4,5,0.032,3784664.1145237694
305,0.1043547068568124,1.2279734474107846,18,4,4,0.022,2719109.7859393675
360,0.4861554777629454,0.7671951123903009,22,4,4,0.022,3247330.0544187315
315,0.13114727510375568,1.293298417673123,28,4,4,0.028,3986726.1739419308
400,0.13571098896811257,0.40954024998990685,19,4,4,0.024,2835189.6349034524
362,0.22534436846331563,1.8095482078269325,23,4,4,0.026,3383488.1075676447
90,0.3715657944552647,0.8545898952940518,19,4,4,0.03,2874058.451964891
380,0.3273901044417208,1.3314324821426418,24,4,4,0.03,3466398.525003825
637,0.15931183408691652,0.35195776117236943,19,4,4,0.024,2895278.5891709286
395,0.210379260644521,1.1938522454438445,25,4,4,0.022,3617877.550279813
113,0.4373697842958694,0.8185030519857139,30,4,5,0.032,4262957.73278903
919,0.25971803630044904,1.3026322374872783,28,4,4,0.028,4007419.067716223
94,0.12016647455670208,0.41508992128369765,20,4,4,0.026,3003464.731006166
114,0.4771758911424665,0.4803008077251638,24,4,4,0.028,3538464.5014552195
934,0.20128327867001722,0.2409900670347691,21,4,4,0.028,3061764.6185530806
900,0.3738313749983209,0.7140792662222276,24,4,4,0.024,3471934.2607061295
681,0.33833976027302437,0.597901303868035,16,4,4,0.024,2524691.320188797
894,0.11111568644953626,0.8751660689320488,16,4,4,0.03,2490516.4229343683
324,0.05750713199090843,0.6467160848673239,30,4,4,0.032,4277641.551125797
792,0.30213154119490476,0.9020696010304172,26,3,4,0.018,3750291.8640913423
215,0.3366719279947323,0.6850251366687978,19,3,4,0.02,2857281.5646833503
615,0.21040261109717784,0.8545028469386999,23,3,4,0.018,3381745.6382534048
996,0.2691185468605902,1.753982963719888,28,3,4,0.018,4000753.663662341
761,0.3808171759218121,1.3264676523850216,26,3,4,0.024,3744355.7324990863
369,0.24539053300247193,1.6792119722476975,25,3,4,0.02,3625156.2868909417
914,0.3892136077868399,1.051067859844482,17,3,4,0.02,2664118.274482288
571,0.12968364557699855,0.9863110954481185,26,3,4,0.018,3756270.831854023
849,0.49147481423651784,0.9544770953971734,27,3,4,0.018,3887592.4962870292
661,0.23012766381756244,1.3778206045664994,15,3,4,0.022,2364116.8373319567
494,0.49023006870614505,1.6978967881928577,26,3,4,0.02,3787918.872657155
258,0.33764787711332683,0.9811027579005867,30,3,5,0.024,4233659.601092517
350,0.30715817236607135,1.8038580353395295,19,3,4,0.018,2859453.2233790406
736,0.14843725663428287,0.7783985199542252,25,3,4,0.018,3623948.383053782
332,0.10956699533305478,1.7906970635685728,27,3,4,0.02,3876211.0315973116
69,0.26381491373034216,0.6273489983344422,17,3,4,0.02,2651115.289095872
342,0.22563538556013518,0.9907544874139812,29,2,4,0.016,4123455.128800408
43,0.46217506020902566,1.8396942900483975,25,2,4,0.016,3647141.638364729
